Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Republic of Korea,2000,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,32272
Republic of Korea,2000,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,17
Republic of Korea,2000,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,11165795
Republic of Korea,2000,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,5496556
Republic of Korea,2000,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,5440915
Republic of Korea,2000,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,228003
Republic of Korea,2000,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,321
Republic of Korea,2000,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,10729272
Republic of Korea,2000,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,5346104
Republic of Korea,2000,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,5175174
Republic of Korea,2000,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,207690
Republic of Korea,2000,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,304
Republic of Korea,2000,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,436523
Republic of Korea,2000,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,150452
Republic of Korea,2000,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,265741
Republic of Korea,2000,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,20313
Republic of Korea,2000,Urban,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,17
Republic of Korea,2000,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3061659
Republic of Korea,2000,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,2238074
Republic of Korea,2000,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,666083
Republic of Korea,2000,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,157475
Republic of Korea,2000,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,27
Republic of Korea,2000,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,2905275
Republic of Korea,2000,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,2157502
Republic of Korea,2000,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,602230
Republic of Korea,2000,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,145516
Republic of Korea,2000,Rural,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,27
Republic of Korea,2000,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,156384
Republic of Korea,2000,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,80572
Republic of Korea,2000,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,63853
Republic of Korea,2000,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,11959
Republic of Korea,2000,Rural,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,0
Republic of Moldova,2014,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,959240
Republic of Moldova,2014,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,902394
Republic of Moldova,2014,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,33923
Republic of Moldova,2014,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,20197
Republic of Moldova,2014,Total,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,2726
Republic of Moldova,2014,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,959240
Republic of Moldova,2014,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,902394
Republic of Moldova,2014,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,33923
Republic of Moldova,2014,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,20197
Republic of Moldova,2014,Total,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,2726
Republic of Moldova,2014,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,346545
Republic of Moldova,2014,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,314079
Republic of Moldova,2014,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,24612
Republic of Moldova,2014,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,7823
Republic of Moldova,2014,Urban,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,31
Republic of Moldova,2014,Urban,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,346545
Republic of Moldova,2014,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,314079
Republic of Moldova,2014,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,24612
Republic of Moldova,2014,Urban,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,7823
Republic of Moldova,2014,Urban,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,31
Republic of Moldova,2014,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,612695
Republic of Moldova,2014,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,588315
Republic of Moldova,2014,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,9311
Republic of Moldova,2014,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,12374
Republic of Moldova,2014,Rural,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,2695
Republic of Moldova,2014,Rural,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2016,612695
Republic of Moldova,2014,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,588315
Republic of Moldova,2014,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2016,9311
Republic of Moldova,2014,Rural,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2016,12374
Republic of Moldova,2014,Rural,Conventional dwellings,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2016,2695
Republic of Moldova,2004,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,1111064
Republic of Moldova,2004,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1040726
Republic of Moldova,2004,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,27615
Republic of Moldova,2004,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,40772
Republic of Moldova,2004,Total,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,1951
Republic of Moldova,2004,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,1109113
Republic of Moldova,2004,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,1040726
Republic of Moldova,2004,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,27615
Republic of Moldova,2004,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,40772
Republic of Moldova,2004,Total,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,1951
Republic of Moldova,2004,Total,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,1951
Republic of Moldova,2004,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,435459
Republic of Moldova,2004,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,381072
Republic of Moldova,2004,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,19443
Republic of Moldova,2004,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,34252
Republic of Moldova,2004,Urban,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,692
Republic of Moldova,2004,Urban,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,434767
Republic of Moldova,2004,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,381072
Republic of Moldova,2004,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,19443
Republic of Moldova,2004,Urban,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,34252
Republic of Moldova,2004,Urban,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,692
Republic of Moldova,2004,Urban,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,692
Republic of Moldova,2004,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,675605
Republic of Moldova,2004,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,659654
Republic of Moldova,2004,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,8172
Republic of Moldova,2004,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,6520
Republic of Moldova,2004,Rural,Total,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,1259
Republic of Moldova,2004,Rural,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,674346
Republic of Moldova,2004,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,659654
Republic of Moldova,2004,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2009,8172
Republic of Moldova,2004,Rural,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2009,6520
Republic of Moldova,2004,Rural,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2009,1259
Republic of Moldova,2004,Rural,Other housing units,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2009,1259
Reunion,2015,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,319077.5984
Reunion,2015,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,162981.8713
Reunion,2015,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,143148.6371
Reunion,2015,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,12917.08999
Reunion,2015,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,30
Reunion,2015,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,317476.5821
Reunion,2015,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,162536.8588
Reunion,2015,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,142465.5356
Reunion,2015,Total,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,12474.18778
Reunion,2015,Total,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Reunion,2015,Total,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,1601.016298
Reunion,2015,Total,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,445.0125908
Reunion,2015,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,683.1014957
Reunion,2015,Total,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,442.9022116
Reunion,2015,Total,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,30
Reunion,2015,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,314666.5984
Reunion,2015,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,159638.5195
Reunion,2015,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,142347.666
Reunion,2015,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,12650.41287
Reunion,2015,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,30
Reunion,2015,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,313088.2091
Reunion,2015,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,159207.4564
Reunion,2015,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,141666.7387
Reunion,2015,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,12214.01403
Reunion,2015,Urban,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Reunion,2015,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,1578.389282
Reunion,2015,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,431.0631507
Reunion,2015,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,680.9272973
Reunion,2015,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,436.3988344
Reunion,2015,Urban,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,30
Reunion,2015,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,4411
Reunion,2015,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,3343.351828
Reunion,2015,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,800.9710486
Reunion,2015,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,266.6771233
Reunion,2015,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Reunion,2015,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,4388.372984
Reunion,2015,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,3329.402388
Reunion,2015,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,798.7968502
Reunion,2015,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,260.1737462
Reunion,2015,Rural,Conventional dwellings,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Reunion,2015,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2018,22.62701566
Reunion,2015,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,13.94944012
Reunion,2015,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2018,2.174198381
Reunion,2015,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2018,6.503377161
Reunion,2015,Rural,Other housing units,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2018,0
Romania,2011,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,7296289
Romania,2011,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,6826684
Romania,2011,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,234050
Romania,2011,Total,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,155405
Romania,2011,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,80150
Romania,2011,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,7294988
Romania,2011,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,6826155
Romania,2011,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,233813
Romania,2011,Total,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,154877
Romania,2011,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,80143
Romania,2011,Total,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,1301
Romania,2011,Total,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,529
Romania,2011,Total,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,237
Romania,2011,Total,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,528
Romania,2011,Total,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,7
Romania,2011,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,4122755
Romania,2011,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,3781408
Romania,2011,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,206696
Romania,2011,Urban,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,98253
Romania,2011,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,36398
Romania,2011,Urban,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,4121926
Romania,2011,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,3781084
Romania,2011,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,206588
Romania,2011,Urban,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,97861
Romania,2011,Urban,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,36393
Romania,2011,Urban,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,829
Romania,2011,Urban,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,324
Romania,2011,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,108
Romania,2011,Urban,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,392
Romania,2011,Urban,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,5
Romania,2011,Rural,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,3173534
Romania,2011,Rural,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,3045276
Romania,2011,Rural,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,27354
Romania,2011,Rural,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,57152
Romania,2011,Rural,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,43752
Romania,2011,Rural,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,3173062
Romania,2011,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,3045071
Romania,2011,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,27225
Romania,2011,Rural,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,57016
Romania,2011,Rural,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,43750
Romania,2011,Rural,Other housing units,Total,Census - de facto - complete tabulation,"Final figure, complete",2014,472
Romania,2011,Rural,Other housing units,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,205
Romania,2011,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2014,129
Romania,2011,Rural,Other housing units,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2014,136
Romania,2011,Rural,Other housing units,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2014,2
Romania,2002,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,7320202
Romania,2002,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,4311
Romania,2002,Total,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,7315891
Romania,2002,Total,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,6810958
Romania,2002,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,335167
Romania,2002,Total,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,169766
Romania,2002,Total,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2009,4311
Romania,2002,Total,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,4311
Romania,2002,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3958342
Romania,2002,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,1916
Romania,2002,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3956426
Romania,2002,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,3579198
Romania,2002,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,277125
Romania,2002,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,100103
Romania,2002,Urban,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2009,1916
Romania,2002,Urban,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,1916
Romania,2002,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3361860
Romania,2002,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,2395
Romania,2002,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,3359465
Romania,2002,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,3231760
Romania,2002,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,58042
Romania,2002,Rural,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,69663
Romania,2002,Rural,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2009,2395
Romania,2002,Rural,Unknown (type of housing unit),Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,2395
Rwanda,2012,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,2424898
Rwanda,2012,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,1940922
Rwanda,2012,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,360782
Rwanda,2012,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,101930
Rwanda,2012,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,18855
Rwanda,2012,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,2409
Rwanda,2012,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,416779
Rwanda,2012,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,185992
Rwanda,2012,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,208673
Rwanda,2012,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,15332
Rwanda,2012,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,5901
Rwanda,2012,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,881
Rwanda,2012,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2016,2008119
Rwanda,2012,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,1754930
Rwanda,2012,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2016,152109
Rwanda,2012,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2016,86598
Rwanda,2012,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2016,12954
Rwanda,2012,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2016,1528
Rwanda,2002,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,1757426
Rwanda,2002,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,1517974
Rwanda,2002,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,112816
Rwanda,2002,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2011,93604
Rwanda,2002,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2011,23137
Rwanda,2002,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2011,9895
Rwanda,2002,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,272981
Rwanda,2002,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,161651
Rwanda,2002,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,80806
Rwanda,2002,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2011,18809
Rwanda,2002,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2011,9560
Rwanda,2002,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2011,2155
Rwanda,2002,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2011,1484445
Rwanda,2002,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,1356323
Rwanda,2002,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2011,32010
Rwanda,2002,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2011,74795
Rwanda,2002,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2011,13577
